T-TOOL-10	Low	STRIDE Information Disclosure	OpenAICompatibleChatGatewayClient.restrictedShellSandboxProfile	shell_run sandbox permits general reads outside the curated deny list	(allow default) (:723) after targeted (deny file-read*) means sensitive files not in the hand-curated list (:672-698) remain readable by a prompt-injected shell_run.	(deny network*) limits exfil; secret stores + app state explicitly denied	Deny-list rather than allow-list for reads	Low
T-AI-01	High	OWASP LLM01 Prompt Injection / Agentic tool-output poisoning / MITRE ATLAS AML.T0051	OpenAICompatibleChatGatewayClient (AgentToolBroker.payload / tool loop)	CU tool results outside 2-tool allowlist injected raw into model context	Agent calls read_file/run_terminal/browser_screenshot or any non-allowlisted tool on attacker-controlled file/page/process; result.content appended verbatim as role:tool (OpenAICompatibleChatGatewayClient.swift:1165-1169); daemon forwards as Anthropic tool_result (OpenBurnBarAnthropicProviderExecutor.swift:798).	browser_extract + mac_inspect_accessibility wrapped (shouldWrapUntrustedComputerUseResult:529).	Allowlist not default-deny; file/shell/screenshot/clipboard tool output unwrapped.	Indirect prompt injection that can chain into further tool calls including shell under YOLO.
T-AI-02	High	OWASP LLM01 / LLM08 Vector&Embedding Weaknesses / Agentic memory poisoning	ChatSessionController oracle/hybrid context path	Oracle 'authoritative findings' inject unwrapped indexed snippets	Malicious agent log on disk -> parsed ConversationRecord.fullText -> indexed -> matched -> snippet placed in oracle message (appendJumpTargetSummary) -> injected at ChatSessionController.swift:1609-1614 as 'authoritative local search results'.	sanitizedLocalOracleContext (ChatSessionController.swift:2411) strips 4 UI strings only.	No untrusted wrapping; same snippet is wrapped in evidence pack but UNWRAPPED here and explicitly framed trusted.	Instruction injection via own conversation history presented to model as authoritative.
T-AI-03	Medium	OWASP LLM08 / Agentic memory poisoning / MITRE ATLAS AML.T0070	LogParser/* + SearchService+Retrieval	Memory/RAG poisoning via parsed third-party agent logs	Third-party content makes a coding agent emit attacker text into its CLI log -> parsers ingest with no provenance/trust tier (LogParserProtocol.swift ConversationRecord) -> enters RAG corpus, persists, retrieved in later sessions.	Retrieval output wrapped at formatPack.	No write-time validation, no provenance trust tier, no poisoned-chunk quarantine/deletion; also reaches model unwrapped via oracle path (T-AI-02).	Durable cross-session influence on agent behavior.
T-AI-04	Medium	OWASP LLM01 / SSRF / MITRE ATLAS	ComputerUseRunCoordinator / OpenBurnBarPlaywrightDriver	Browser SSRF via redirect / JS-nav / click after validated goto, and DNS rebinding	Agent goto a public host that 302/meta-refresh/JS-redirects to http://169.254.169.254/, or a public hostname resolving to a private IP, or browser_click an internal link; then browser_extract returns the body into context. PlaywrightDriver.swift:241 goto forwards URL with no post-navigation host re-check.	OpenBurnBarBrowserTargetPolicy.validatedURL on initial goto URL (ComputerUseRunCoordinator.swift:785).	No per-navigation/redirect re-validation; no resolved-IP (post-DNS) enforcement; click/JS nav unbounded.	Internal/cloud-metadata exfiltration into model context (extract output is wrapped, limiting injection but not data exfiltration).
T-AI-05	Low	OWASP LLM05 Improper Output Handling	insightsHostedAnswer client rendering	Insecure output handling: model JSON rendered as missions/recommendations	Provider output parsed as InsightAnalysisResult and rendered as recommendations/missionCandidates (insightsHostedAnswer.ts:301-308); model-authored action proposals trusted by UI.	Strict JSON envelope, bounded sizes, digest-only input.	No semantic safety validation of recommended missions/actions.	User nudged toward a model-suggested harmful next mission.
T-AI-06	Medium	OWASP LLM02 Sensitive Information Disclosure	Chat prompt assembly / provider calls	No content-level secret redaction before sending prompts to model providers	Focus transcript / RAG snippet / file read containing API keys or tokens is wrapped (as untrusted) but transmitted verbatim to the model provider (local gateway, or OpenRouter for insights).	Insights path sends digest only; CLILaunchRedactor exists for log display (CLIProfileStreamFailoverRunner.swift:260) but not prompt payload.	Chat path sends raw secrets; no zero-retention/no-train header asserted in code.	Secret leakage to provider plus provider retention (UNKNOWN, deployment-dependent).
T-AI-07	High	OWASP LLM01 -> LLM06 Excessive Agency / Agentic	OpenAICompatibleChatGatewayClient runShellUnrestricted	Unrestricted shell obeys injected instructions under YOLO (injection-to-RCE)	Indirect injection (T-AI-01/02/03) instructs model to call shell_run_unrestricted (OpenAICompatibleChatGatewayClient.swift:367), which runs unsandboxed at user privilege.	Requires trustMode==.trusted + .shellUnrestricted capability + SHA-256 command audit.	No per-N-action re-auth (acknowledged in code comment); skips per-action approver by design.	Full local compromise when YOLO/trusted mode is enabled; conditional on user opt-in.
T-AND-01	Medium	STRIDE-S/T / MASVS-STORAGE-1,CRYPTO-2	AndroidLocalSecretBox + SharedPreferences (CloudVaultCrypto.kt:1206-1221, AndroidSignalIdentityKeyStore.kt, HermesRelayKeyStore.kt:33)	Vault/Signal/relay private keys recoverable on rooted/forensic device	Root/Keystore-extraction reads prefs and unwraps via non-auth Keystore AES key (no biometric, no StrongBox) -> decrypts wrapped vault key -> reads all cloud chat	Keystore-wrapped non-exportable key, allowBackup=false, FLAG_SECURE	Wrapping key not StrongBox/user-auth-bound; raw key blobs in plain SharedPreferences	HIGH on rooted device, LOW on stock locked device
T-AND-02	Medium	STRIDE-I / MASVS-NETWORK-1	network_security_config.xml:33	Base-config cleartext permits HTTP to non-deny-listed hosts	SDK/image-loader/relay-or-tunnel host not in deny list issues plain HTTP on hostile network -> interception/injection; only app-layer validatedBaseURL blocks public HTTP and does not cover all callers	Backend hosts hard-denied @40-54, app-layer validatedBaseURL	No OS-level LAN-only scoping (cannot express RFC1918 CIDR); LAN-direct TLS migration unimplemented	MEDIUM
T-AND-03	Low	STRIDE-T/E / MASVS-PLATFORM-1	AndroidManifest.xml MainActivity@66-78, widget receivers@87-146, QuickGlanceActivity@195-205	Exported deep-link / widget / IME / wallpaper attack surface	Malicious app fires burnbar:// or AppWidget broadcasts -> navigation/UI side effects	Deep-link navigation-only no auto-submit (MainActivityIntentActions.kt), E2E launchers BuildConfig.DEBUG-gated requiring non-URL extras, services behind BIND perms	Deep-link input still parsed in release; receivers lack signature permission	LOW
T-AND-04	Medium	STRIDE-S/T / Agentic-supply-chain / MASVS-AUTH	SignalAtRestFallbackPolicy.kt:34-50 + senderSetComplete=size>1 heuristic	Sender-auth downgrade window while trusted-sender set 'incomplete'	Firestore writer supplies unknown-sender envelope; while trustedSenderPublicKeys.size==1 (single peer or escrow_devices fetch failure @AndroidCloudVaultSignalPayloads.kt:143) SenderNotTrusted stays legacy-eligible -> recipient decodes sender-unauthenticated legacy sealedPayload	Forged-sig & stripped-block always fail-closed (@38-40); binding-mismatch fail-closed (@45)	size>1 is coarse readiness proxy, not 'published set complete'; transient fetch failure silently downgrades	MEDIUM (narrows to readiness/single-peer cases)
T-AND-05	Low	STRIDE-I / MASVS-AUTH-2	RemoteUnlockSavedCredentialStore.load:47-64	Remote Unlock saved-credential read not code-coupled to biometric prompt	load() swallows auth/crypto exception returning null; if a caller reads without first calling authenticateForRemoteUnlock the Keystore still throws (auth required) so value not exposed, but no compile-time guarantee	Keystore setUserAuthenticationRequired(true) forces fresh auth on decrypt regardless of caller	No code-level binding between prompt success and store read	LOW
T-AND-06	Low	STRIDE-I / MASVS-PRIVACY	AndroidManifest.xml:49-62 Sentry DSN/traces/ANR + Crashlytics	Crash/observability pipeline may capture sensitive in-memory data	Crash/ANR payloads or breadcrumbs include prompt/credential fragments shipped off-device	DSN injected only in CI/non-debug, FLAG_SECURE limits screen capture	No reviewed PII-scrubbing/beforeSend config	LOW (needs Sentry config review)
T-ATT-01	High	STRIDE Tampering+DoS / Agentic resource-exhaustion; CWE-409/770/400	MediaFileTransferService.fetch + iroh fetch_blob + Mac capability gate	Decompression/oversize resource exhaustion via lied-about Mercury manifest.size	Peer advertises size=1KB (passes daily byte cap charged on manifest.size at MacFileTransferService.swift:391-395) but BlobTicket commits to a multi-GB blob; fetch_blob (blobs.rs:258-282) downloads the full committed blob to Caches with no streaming size cap and never compares actual bytes_total (284) to manifest.size.	Capability gate on advertised size; iroh BLAKE3 integrity	No streaming byte ceiling on iroh download and no post-fetch size==manifest.size reject; GCS finalize size-equality check (1570) has no Mercury equivalent.	Disk-fill / quota exhaustion on receiver before any reject.
T-ATT-02	Medium	STRIDE Information disclosure; CWE-312/770	iOSFileTransferService.handleAdvertise	iOS received media stored plaintext at rest (no seal/quarantine/gate)	handleAdvertise (135-208) fetches blob and records URL only; lacks Mac path's capabilityGate (391), sealReceivedFileAtRest (421), applyInboundQuarantine (423); inbox in Caches/Mercury/Inbox; no FileProtection set.	iOS sandbox + default Data Protection	Platform parity; no explicit complete protection; no inbound byte budget.	Plaintext media recoverable from unlocked/jailbroken device or backup; unbounded inbound.
T-ATT-03	Medium	STRIDE Information disclosure / LINDDUN Disclosure; CWE-201/359	HermesRealtimeRelayAttachmentManifest in advertise frame	Wire-manifest filename/mime/size leak metadata to relay if frame not E2EE-sealed	Plaintext filename/mime/size (HermesRealtimeRelayTypes.swift:1712-1738) embedded in frame.media.attachment (MacFileTransferService.swift:211-218); confidentiality depends entirely on relay frame-sealing at another layer.	At-rest Firestore manifest seals filename	Transport manifest unsealed at this layer; trust doc implies 'never readable by server'.	Filename/size metadata visible to relay if frame E2EE inactive.
T-ATT-04	Medium	STRIDE Tampering; CWE-345/646	HermesRealtimeRelayAttachmentManifest	Unauthenticated Mercury manifest metadata (no MAC/signature)	Manifest has no signature field (Types 1712-1738); filename/mime/size/peerDeviceId all sender-controlled; only blobHash self-authenticates via iroh, so displayed name/type not bound to bytes.	Bytes bound to blobHash on export	Displayed filename/mime not bound to content.	Spoofed file identity / content-type confusion (e.g. .jpg name on executable payload).
T-ATT-05	Low	STRIDE Spoofing; CWE-434/646	MediaFileTransferService.inferMime:179-194	Content-type trust on display via extension-only inferMime	Receiver mime derived from sender-chosen extension; UI may render/preview by mime.	Mac quarantine xattr gates Gatekeeper on open	No receiver content sniffing on Mercury path.	Type confusion in preview.
T-ATT-06	Medium	STRIDE Information disclosure; CWE-311	MacFileTransferService:420-422	Seal-at-rest silently skipped when no media session key (fail-open)	if let sealKey = frameSealKeyProvider(...) — when nil, freshly-fetched plaintext blob persists in Caches inbox (quarantine-only).	Quarantine xattr; sandbox	Fail-open: no key keeps plaintext rather than refusing transfer.	Plaintext media at rest when key negotiation absent.
T-ATT-07	Info	STRIDE Tampering; CWE-183/434	assertSafeAttachmentContentType:200-215	Legacy content-type denylist incomplete and largely dead	Denylist (not allowlist) misses types; sealed path forces octet-stream so list applies only to disabled legacy write path.	Sealed-only writes	Defense-in-depth uses denylist.	Minimal while legacy writes disabled.
T-ATT-08	Low	STRIDE Information disclosure / XSS-adjacent; CWE-79	handleHermesGatewayAttachmentDownloadUrl:1653-1658	Gateway download URL lacks forced Content-Disposition/Content-Type	Read signed URL issued with no responseDisposition/responseType; a legacy non-octet object served inline could render in a browser web client.	Sealed objects are application/octet-stream	No explicit responseDisposition=attachment.	Low (sealed objects).
T-SC-01	High	STRIDE:Tampering / SSDF PW.4,PO.3 / SLSA build	fast-feedback.yml:478; codeql.yml:129; security-pr.yml:199; nightly-e2e.yml:110,142	Mutable action tags enable CI compromise of build/release	Upstream owner or tag-mover repoints @stable/@v2/@v4/@v0.x to malicious commit; executes in CI with repo token.	Most actions SHA-pinned; security/test lanes read-only perms.	.github/dependabot.yml DOES cover the github-actions ecosystem (weekly bump PRs) but Dependabot bumps a mutable tag to a newer tag and does NOT convert refs to SHA pins, so mutable refs persist between bumps — SHA-pin for tamper-resistance.	Medium
T-SC-02	High	STRIDE:Tampering/Repudiation / SSDF PW.7,RV.1 / SCVS V2	supply-chain-provenance.yml:103-104; run-ecosystem-deny-checks.sh:10-18,25-34	Provenance lane ecosystem-deny silently no-ops	Vulnerable/yanked dep ships; provenance deny check passes because cargo-deny/osv-scanner not installed so script skips them.	rust-sast.yml + security-pr.yml cover crates/npm-locks on PR.	cargo deny check never actually runs in CI; false assurance on provenance lane.	Medium
T-SC-03	High	STRIDE:Elevation/Repudiation / SSDF PO.2,PW.7	.github/CODEOWNERS:4,18	Single CODEOWNER = no separation of duties / insider single point of compromise	Compromise/coercion of @Ajnunezg or a token merges malicious workflow/firestore.rules/release with self-review; CODEOWNERS owns its own .github/workflows.	Branch protection MAY require review (not in repo).	No second reviewer; required-reviews/checks not verifiable from code.	High
T-SC-04	Medium	STRIDE:Tampering / SSDF RV.1 / SCVS V2	security-pr.yml:199-209; rust-sast.yml:50-55	Cargo.lock / SwiftPM / Gradle locks not OSV-scanned	Malicious transitive crate not yet in RustSec, or vulnerable SwiftPM/Gradle dep, lands undetected by OSV.	cargo-audit on 2 crates; PR dependency-review.	No OSV/grype over Cargo.lock or Package.resolved or Android Gradle locks.	Medium
T-SC-05	Low	STRIDE:Tampering / SSDF PW.4 / SLSA	iroh-xcframework.yml:63-79	xcframework lacks rebuild-parity gate	If Vendor/OpenBurnBarIroh.xcframework ever became committed, a tampered binary would not be diff-checked unlike the AAR.	Currently gitignored/built-fresh in release (git check-ignore=IGNORED).	Asymmetric control vs AAR; no guard if vendoring policy changes.	Low
T-SC-06	Medium	STRIDE:Repudiation / SSDF PS.2	release.yml:658-664	GPG checksum signing best-effort, not enforced	If RELEASE_SIGNING_KEY unset/cleared, release publishes UNSIGNED checksums; only Sparkle Ed25519 + notarization remain.	Strict-secret gate at :139-170 (does NOT include this key); live-feed Ed25519 verify still runs.	GPG provenance silently optional.	Low
T-SC-07	Low	STRIDE:Tampering / SSDF PW.6	firebase.json:5-7,30-32,309	firebase.json predeploy runs arbitrary npm build with deploy creds	Malicious build/verify script or compromised devDependency executes in the GCP-authenticated deploy job.	Deploy from signed tag only; npm ci from committed lockfile; least-priv token.	Build runs with deploy credentials present in env.	Low
T-SC-08	Medium	STRIDE:Spoofing/Repudiation / SSDF PS.3,RV	supply-chain-provenance.yml:59-69,84-93	Provenance SBOM attests source tree, not as-shipped artifact bytes	Attested SBOM describes re-checked-out source, not the bytes built/published in triggering run; subject/artifact mismatch.	release.yml attests actual DMG/zip at :707-737.	Provenance lane generates+attests SBOM regardless of downloaded artifacts.	Medium
T-SC-09	Low	STRIDE:Elevation / SSDF PO.3	supply-chain-provenance.yml:11-14,23-25,48-54	workflow_run runs in trusted context off external workflow success	workflow_run job gets repo secrets + id-token/attestations:write; gated only on conclusion==success && head_branch starts v.	Regenerates SBOM from source, does not execute downloaded artifacts; tag-prefix guard.	Tag-prefix gate is weak but acceptable given no artifact execution.	Low
T-SC-10	Low	Agentic:tool-permission-bypass / SSDF PW.6	droid-wiki-refresh.yml:34-37	Agentic droid exec --skip-permissions-unsafe in CI	Autonomous agent runs unattended with skipped tool-permission prompts on push-to-main.	No write token (default read perms), continue-on-error, refuses installers :24-25.	No explicit top-level permissions block on this workflow.	Low
